,accession,sporulation,domain,phylum,class,order,family
202,GB_GCA_012511315.1,yes,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae
203,GB_GCA_012512905.1,yes,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae
204,GB_GCA_012517995.1,yes,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Acetivibrionales,f__Acetivibrionaceae
205,GB_GCA_012522985.1,no,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Arcobacteraceae
206,GB_GCA_012523755.1,yes,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Acetivibrionales,f__Acetivibrionaceae
207,GB_GCA_012798835.1,yes,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Acetivibrionales,f__Acetivibrionaceae
208,GB_GCA_012841175.1,yes,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Acetivibrionales,f__Acetivibrionaceae
209,GB_GCA_012842745.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_C,f__Bacillaceae_J
210,GB_GCA_013360185.1,no,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae
211,GB_GCA_013378335.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
212,GB_GCA_013530545.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Moraxellaceae
213,GB_GCA_013693875.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
214,GB_GCA_013823325.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae
215,GB_GCA_013911595.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Rhodocyclaceae
216,GB_GCA_014332815.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae
217,GB_GCA_014376435.1,no,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae
218,GB_GCA_014376935.1,no,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae
219,GB_GCA_014378765.1,no,d__Bacteria,p__Bdellovibrionota,c__Bdellovibrionia,o__Bdellovibrionales,f__Bdellovibrionaceae
220,GB_GCA_014584635.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae
221,GB_GCA_014649555.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae
222,GB_GCA_014652975.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae
223,GB_GCA_014656015.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae
224,GB_GCA_900016775.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
225,GB_GCA_900095165.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
226,GB_GCA_900109485.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
227,GB_GCA_900155695.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
228,GB_GCA_900167215.1,no,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Filifactoraceae
229,GB_GCA_900618065.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
230,GB_GCA_901420285.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Pasteurellaceae
231,GB_GCA_902772725.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae
232,GB_GCA_902825215.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
233,RS_GCF_000009705.1,no,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Nostocaceae
234,RS_GCF_000010325.1,no,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Nitratiruptoraceae
235,RS_GCF_000010345.1,no,d__Bacteria,p__Campylobacterota,c__Campylobacteria,o__Campylobacterales,f__Sulfurovaceae
236,RS_GCF_000012505.1,no,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__PCC-6307,f__Cyanobiaceae
237,RS_GCF_000012625.1,no,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__PCC-6307,f__Cyanobiaceae
238,RS_GCF_000012945.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
239,RS_GCF_000013205.1,no,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__PCC-7336,f__JA-3-3Ab
240,RS_GCF_000013225.1,no,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__PCC-7336,f__JA-3-3Ab
241,RS_GCF_000013345.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Frankiaceae
242,RS_GCF_000013565.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
243,RS_GCF_000013625.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
244,RS_GCF_000013865.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
245,RS_GCF_000014065.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
246,RS_GCF_000014585.1,no,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__PCC-6307,f__Cyanobiaceae
247,RS_GCF_000014685.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Shewanellaceae
248,RS_GCF_000015165.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae
249,RS_GCF_000015265.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Propionibacteriales,f__Nocardioidaceae
250,RS_GCF_000016325.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
251,RS_GCF_000016665.1,no,d__Bacteria,p__Chloroflexota,c__Chloroflexia,o__Chloroflexales,f__Roseiflexaceae
252,RS_GCF_000017505.1,yes,d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Anaeromyxobacteraceae
253,RS_GCF_000017845.1,no,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Microcystaceae
254,RS_GCF_000020325.1,no,d__Bacteria,p__Aquificota,c__Aquificae,o__Hydrogenothermales,f__Hydrogenothermaceae
255,RS_GCF_000021805.1,no,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Microcystaceae
256,RS_GCF_000021825.1,no,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Microcystaceae
257,RS_GCF_000023585.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Paenibacillales,f__Paenibacillaceae
258,RS_GCF_000025525.1,no,d__Archaea,p__Methanobacteriota,c__Methanococci,o__Methanococcales,f__Methanocaldococcaceae
259,RS_GCF_000025545.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Ectothiorhodospirales,f__Thioalkalivibrionaceae
260,RS_GCF_000026145.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae
261,RS_GCF_000026205.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Acholeplasmatales,f__Acholeplasmataceae
262,RS_GCF_000026765.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Mycoplasmatales,f__Metamycoplasmataceae
263,RS_GCF_000067205.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
264,RS_GCF_000143885.2,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Mycobacteriaceae
265,RS_GCF_000147335.1,no,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Microcystaceae
266,RS_GCF_000148725.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Stappiaceae
267,RS_GCF_000151205.2,no,d__Archaea,p__Methanobacteriota,c__Thermococci,o__Thermococcales,f__Thermococcaceae
268,RS_GCF_000152705.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Dermatophilaceae
269,RS_GCF_000152745.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Caulobacterales,f__Maricaulaceae
270,RS_GCF_000152845.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
271,RS_GCF_000152865.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
272,RS_GCF_000152905.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae
273,RS_GCF_000152945.2,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
274,RS_GCF_000152965.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
275,RS_GCF_000153165.2,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
276,RS_GCF_000153285.1,no,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__PCC-6307,f__Cyanobiaceae
277,RS_GCF_000153325.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae
278,RS_GCF_000153405.2,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Psychromonadaceae
279,RS_GCF_000153805.1,no,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__PCC-6307,f__Cyanobiaceae
280,RS_GCF_000153825.1,no,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__PCC-6307,f__Cyanobiaceae
281,RS_GCF_000154905.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae
282,RS_GCF_000155595.1,no,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Phormidesmiales,f__Phormidesmiaceae
283,RS_GCF_000155615.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Alcanivoracaceae
284,RS_GCF_000155635.1,no,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__PCC-6307,f__Cyanobiaceae
285,RS_GCF_000155775.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae
286,RS_GCF_000155895.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae
287,RS_GCF_000156335.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
288,RS_GCF_000158815.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Micromonosporaceae
289,RS_GCF_000161795.2,no,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__PCC-6307,f__Cyanobiaceae
290,RS_GCF_000161835.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
291,RS_GCF_000166135.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Frankiaceae
292,RS_GCF_000166275.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Cytophagales,f__Cyclobacteriaceae
293,RS_GCF_000166415.1,no,d__Bacteria,p__Firmicutes_F,c__Halanaerobiia,o__Halanaerobiales,f__Halanaerobiaceae
294,RS_GCF_000168295.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Diplorickettsiales,f__Diplorickettsiaceae
295,RS_GCF_000169095.1,no,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Microcoleaceae
296,RS_GCF_000169335.1,no,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Cyanobacteriales,f__Microcystaceae
297,RS_GCF_000169375.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Oleiphilaceae
298,RS_GCF_000169435.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
299,RS_GCF_000169455.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
300,RS_GCF_000170795.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Sphingobacteriales,f__Sphingobacteriaceae
301,RS_GCF_000171815.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Vibrionaceae
302,RS_GCF_000172795.2,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae
303,RS_GCF_000175935.2,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
304,RS_GCF_000176015.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
305,RS_GCF_000177195.2,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae
306,RS_GCF_000177675.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Frankiaceae
307,RS_GCF_000178995.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae
308,RS_GCF_000179775.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae
309,RS_GCF_000181495.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_B,f__Bacillaceae_B
310,RS_GCF_000181515.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
311,RS_GCF_000181875.2,no,d__Bacteria,p__Spirochaetota,c__Spirochaetia,o__Borreliales,f__Borreliaceae
312,RS_GCF_000186705.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
313,RS_GCF_000187745.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Streptococcaceae
314,RS_GCF_000192475.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodobacterales,f__Rhodobacteraceae
315,RS_GCF_000195085.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Pelagibacterales,f__Pelagibacteraceae
316,RS_GCF_000195575.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Carnobacteriaceae
317,RS_GCF_000196235.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae
318,RS_GCF_000196455.1,yes,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Filifactoraceae
319,RS_GCF_000209655.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
320,RS_GCF_000211475.1,no,d__Archaea,p__Methanobacteriota,c__Thermococci,o__Thermococcales,f__Thermococcaceae
321,RS_GCF_000211855.2,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
322,RS_GCF_000212355.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
323,RS_GCF_000213055.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Streptomycetales,f__Streptomycetaceae
324,RS_GCF_000213655.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae
325,RS_GCF_000213785.1,no,d__Bacteria,p__Aquificota,c__Aquificae,o__Aquificales,f__Hydrogenobaculaceae
326,RS_GCF_000214725.1,no,d__Archaea,p__Methanobacteriota,c__Methanobacteria,o__Methanobacteriales,f__Methanobacteriaceae
327,RS_GCF_000217915.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Shewanellaceae
328,RS_GCF_000218785.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Alteromonadaceae
329,RS_GCF_000219605.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
330,RS_GCF_000220525.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
331,RS_GCF_000220985.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae
332,RS_GCF_000221185.1,no,d__Archaea,p__Methanobacteriota,c__Thermococci,o__Thermococcales,f__Thermococcaceae
333,RS_GCF_000224415.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Micrococcaceae
334,RS_GCF_000224515.1,yes,d__Bacteria,p__Firmicutes_B,c__Desulfitobacteriia,o__Desulfitobacteriales,f__Desulfitobacteriaceae
335,RS_GCF_000224785.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_D,f__Amphibacillaceae
336,RS_GCF_000227275.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Neisseriaceae
337,RS_GCF_000228725.2,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Chromatiales,f__Chromatiaceae
338,RS_GCF_000230675.1,no,d__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__PCC-6307,f__Cyanobiaceae
339,RS_GCF_000230695.2,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Xanthomonadales,f__Rhodanobacteraceae
340,RS_GCF_000230835.1,yes,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae
341,RS_GCF_000235425.2,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Frankiaceae
342,RS_GCF_000236585.1,no,d__Bacteria,p__Deinococcota,c__Deinococci,o__Deinococcales,f__Thermaceae
343,RS_GCF_000238115.1,no,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Peptostreptococcales,f__Filifactoraceae
344,RS_GCF_000238595.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
345,RS_GCF_000239815.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae
346,RS_GCF_000240225.1,no,d__Bacteria,p__Actinobacteriota,c__Thermoleophilia,o__Solirubrobacterales,f__Solirubrobacteraceae
347,RS_GCF_000241485.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
348,RS_GCF_000242235.1,no,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae
349,RS_GCF_000242895.2,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_B,f__DSM-18226
350,RS_GCF_000243075.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Aeromonadaceae
351,RS_GCF_000244875.1,yes,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Acetivibrionales,f__Acetivibrionaceae
352,RS_GCF_000247645.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae
353,RS_GCF_000251145.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
354,RS_GCF_000253255.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
355,RS_GCF_000253295.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae
356,RS_GCF_000257645.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
357,RS_GCF_000257665.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Microbacteriaceae
358,RS_GCF_000258765.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
359,RS_GCF_000259195.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
360,RS_GCF_000260965.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Nitrosococcales,f__Methylophagaceae
361,RS_GCF_000260985.4,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Nitrosococcales,f__Methylophagaceae
362,RS_GCF_000261365.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
363,RS_GCF_000262405.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae
364,RS_GCF_000262465.1,yes,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Frankiaceae
365,RS_GCF_000262715.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Blattabacteriaceae
366,RS_GCF_000263735.1,no,d__Archaea,p__Methanobacteriota,c__Thermococci,o__Thermococcales,f__Thermococcaceae
367,RS_GCF_000263855.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
368,RS_GCF_000264055.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
369,RS_GCF_000265525.1,no,d__Archaea,p__Methanobacteriota,c__Thermococci,o__Thermococcales,f__Thermococcaceae
370,RS_GCF_000270285.1,no,d__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae
371,RS_GCF_000270305.1,no,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae
372,RS_GCF_000272475.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
373,RS_GCF_000280925.3,yes,d__Bacteria,p__Myxococcota,c__Myxococcia,o__Myxococcales,f__Myxococcaceae
374,RS_GCF_000282035.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae
375,RS_GCF_000282115.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Weeksellaceae
376,RS_GCF_000282135.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
377,RS_GCF_000282315.2,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
378,RS_GCF_000282515.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae
379,RS_GCF_000282575.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
380,RS_GCF_000282595.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales_A,f__Rhizobiaceae_A
381,RS_GCF_000282635.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
382,RS_GCF_000282655.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
383,RS_GCF_000282895.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Sphingomonadales,f__Sphingomonadaceae
384,RS_GCF_000283555.1,no,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Clostridiales,f__Clostridiaceae
385,RS_GCF_000285535.1,yes,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales,f__Bacillaceae_L
386,RS_GCF_000285555.1,no,d__Bacteria,p__Firmicutes,c__Bacilli,o__Bacillales_A,f__Planococcaceae
387,RS_GCF_000285835.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Actinomycetales,f__Brevibacteriaceae
388,RS_GCF_000287335.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
389,RS_GCF_000287355.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae
390,RS_GCF_000292345.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
391,RS_GCF_000292525.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Rhizobiaceae
392,RS_GCF_000293785.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Xanthobacteraceae
393,RS_GCF_000293865.2,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
394,RS_GCF_000296385.1,no,d__Bacteria,p__Firmicutes_A,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae
395,RS_GCF_000300875.1,no,d__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Flavobacteriales,f__Flavobacteriaceae
396,RS_GCF_000302535.1,no,d__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Burkholderiaceae
397,RS_GCF_000304315.1,no,d__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae
398,RS_GCF_000306785.1,no,d__Bacteria,p__Actinobacteriota,c__Actinomycetia,o__Mycobacteriales,f__Geodermatophilaceae
